REF_AREA,REF_AREA_LABEL,TIME_PERIOD,CPI_PERC,YEAR,CONTINENT
COL,Colombia,2019-06-01,4.954332,2019,South America
COL,Colombia,2019-07-01,6.56772,2019,South America
COL,Colombia,2019-08-01,6.418674,2019,South America
COL,Colombia,2019-09-01,6.482567,2019,South America
COL,Colombia,2019-10-01,6.867873,2019,South America
COL,Colombia,2019-11-01,6.421886,2019,South America
COL,Colombia,2019-12-01,5.8007,2019,South America
COL,Colombia,2020-01-01,5.134143,2020,South America
COL,Colombia,2020-02-01,5.870354,2020,South America
COL,Colombia,2020-03-01,7.193601,2020,South America
COL,Colombia,2020-04-01,8.226516,2020,South America
COL,Colombia,2020-05-01,7.572547,2020,South America
COL,Colombia,2020-06-01,6.547517,2020,South America
COL,Colombia,2020-07-01,5.003422,2020,South America
COL,Colombia,2020-08-01,4.6619,2020,South America
COL,Colombia,2020-09-01,4.134143,2020,South America
COL,Colombia,2020-10-01,3.542589,2020,South America
COL,Colombia,2020-11-01,4.091528,2020,South America
COL,Colombia,2020-12-01,4.796944,2020,South America
COL,Colombia,2021-01-01,5.511649,2021,South America
COL,Colombia,2021-02-01,5.018501,2021,South America
COL,Colombia,2021-03-01,3.920406,2021,South America
COL,Colombia,2021-04-01,3.97643,2021,South America
COL,Colombia,2021-05-01,9.517693,2021,South America
COL,Colombia,2021-06-01,8.515477,2021,South America
COL,Colombia,2021-07-01,9.811036,2021,South America
COL,Colombia,2021-08-01,11.495255,2021,South America
COL,Colombia,2021-09-01,12.397459,2021,South America
COL,Colombia,2021-10-01,13.759489,2021,South America
COL,Colombia,2021-11-01,15.337049,2021,South America
COL,Colombia,2021-12-01,17.234494,2021,South America
COL,Colombia,2022-01-01,19.944344,2022,South America
COL,Colombia,2022-02-01,23.297073,2022,South America
COL,Colombia,2022-03-01,25.365289,2022,South America
COL,Colombia,2022-04-01,26.169077,2022,South America
COL,Colombia,2022-05-01,21.599168,2022,South America
COL,Colombia,2022-06-01,23.649393,2022,South America
COL,Colombia,2022-07-01,24.614168,2022,South America
COL,Colombia,2022-08-01,25.565396,2022,South America
COL,Colombia,2022-09-01,26.624473,2022,South America
COL,Colombia,2022-10-01,27.021982,2022,South America
COL,Colombia,2022-11-01,27.08184,2022,South America
COL,Colombia,2022-12-01,27.80979,2022,South America
COL,Colombia,2023-01-01,26.177046,2023,South America
COL,Colombia,2023-02-01,24.139901,2023,South America
COL,Colombia,2023-03-01,21.810162,2023,South America
COL,Colombia,2023-04-01,18.471592,2023,South America
COL,Colombia,2023-05-01,15.660617,2023,South America
COL,Colombia,2023-06-01,14.31133,2023,South America
COL,Colombia,2023-07-01,13.242043,2023,South America
COL,Colombia,2023-08-01,12.443431,2023,South America
COL,Colombia,2023-09-01,11.474231,2023,South America
COL,Colombia,2023-10-01,10.364686,2023,South America
COL,Colombia,2023-11-01,8.245831,2023,South America
COL,Colombia,2023-12-01,4.999901,2023,South America
COL,Colombia,2024-01-01,2.96284,2024,South America
COL,Colombia,2024-02-01,1.889936,2024,South America
COL,Colombia,2024-03-01,1.733449,2024,South America
COL,Colombia,2024-04-01,2.984403,2024,South America
COL,Colombia,2024-05-01,4.39918,2024,South America
COL,Colombia,2024-06-01,5.265952,2024,South America
COL,Colombia,2024-07-01,5.259869,2024,South America
COL,Colombia,2024-08-01,3.378453,2024,South America
COL,Colombia,2024-09-01,2.732837,2024,South America
COL,Colombia,2024-10-01,1.747405,2024,South America
COL,Colombia,2024-11-01,2.34473,2024,South America
COL,Colombia,2024-12-01,3.314897,2024,South America
CRI,Costa Rica,2005-01-01,16.112074,2005,North America
CRI,Costa Rica,2005-02-01,15.600081,2005,North America
CRI,Costa Rica,2005-03-01,18.082017,2005,North America
CRI,Costa Rica,2005-04-01,17.769824,2005,North America
CRI,Costa Rica,2005-05-01,18.57405,2005,North America
CRI,Costa Rica,2005-06-01,17.57969,2005,North America
CRI,Costa Rica,2005-07-01,17.636479,2005,North America
CRI,Costa Rica,2005-08-01,20.419604,2005,North America
CRI,Costa Rica,2005-09-01,17.888073,2005,North America
CRI,Costa Rica,2005-10-01,18.335914,2005,North America
CRI,Costa Rica,2005-11-01,17.713135,2005,North America
CRI,Costa Rica,2005-12-01,17.710336,2005,North America
CRI,Costa Rica,2006-01-01,15.71266,2006,North America
CRI,Costa Rica,2006-02-01,13.885845,2006,North America
CRI,Costa Rica,2006-03-01,11.471297,2006,North America
CRI,Costa Rica,2006-04-01,11.264982,2006,North America
CRI,Costa Rica,2006-05-01,11.046638,2006,North America
CRI,Costa Rica,2006-06-01,11.906818,2006,North America
CRI,Costa Rica,2006-07-01,10.017641,2006,North America
CRI,Costa Rica,2006-08-01,8.844948,2006,North America
CRI,Costa Rica,2006-09-01,11.226316,2006,North America
CRI,Costa Rica,2006-10-01,12.104309,2006,North America
CRI,Costa Rica,2006-11-01,11.075351,2006,North America
CRI,Costa Rica,2006-12-01,11.076774,2006,North America
CRI,Costa Rica,2007-01-01,11.421514,2007,North America
CRI,Costa Rica,2007-02-01,12.334908,2007,North America
CRI,Costa Rica,2007-03-01,13.022373,2007,North America
CRI,Costa Rica,2007-04-01,14.713074,2007,North America
CRI,Costa Rica,2007-05-01,14.397997,2007,North America
CRI,Costa Rica,2007-06-01,14.183728,2007,North America
CRI,Costa Rica,2007-07-01,16.149998,2007,North America
CRI,Costa Rica,2007-08-01,15.214906,2007,North America
CRI,Costa Rica,2007-09-01,14.639244,2007,North America
CRI,Costa Rica,2007-10-01,15.240806,2007,North America
CRI,Costa Rica,2007-11-01,18.128584,2007,North America
CRI,Costa Rica,2007-12-01,20.955882,2007,North America
CRI,Costa Rica,2008-01-01,20.536765,2008,North America
CRI,Costa Rica,2008-02-01,20.968213,2008,North America
CRI,Costa Rica,2008-03-01,22.67687,2008,North America
CRI,Costa Rica,2008-04-01,21.642278,2008,North America
CRI,Costa Rica,2008-05-01,22.735664,2008,North America
CRI,Costa Rica,2008-06-01,23.608269,2008,North America
CRI,Costa Rica,2008-07-01,23.816448,2008,North America
CRI,Costa Rica,2008-08-01,26.60247,2008,North America
CRI,Costa Rica,2008-09-01,27.734831,2008,North America
CRI,Costa Rica,2008-10-01,26.718669,2008,North America
CRI,Costa Rica,2008-11-01,26.096055,2008,North America
CRI,Costa Rica,2008-12-01,22.814425,2008,North America
CRI,Costa Rica,2009-01-01,22.316081,2009,North America
CRI,Costa Rica,2009-02-01,18.434307,2009,North America
CRI,Costa Rica,2009-03-01,16.145767,2009,North America
CRI,Costa Rica,2009-04-01,14.695946,2009,North America
CRI,Costa Rica,2009-05-01,11.515142,2009,North America
CRI,Costa Rica,2009-06-01,8.455988,2009,North America
CRI,Costa Rica,2009-07-01,6.181337,2009,North America
CRI,Costa Rica,2009-08-01,4.512861,2009,North America
CRI,Costa Rica,2009-09-01,2.976021,2009,North America
CRI,Costa Rica,2009-10-01,1.612541,2009,North America
CRI,Costa Rica,2009-11-01,-1.662268,2009,North America
CRI,Costa Rica,2009-12-01,-1.451486,2009,North America
CRI,Costa Rica,2010-01-01,-1.285412,2010,North America
CRI,Costa Rica,2010-02-01,0.853249,2010,North America
CRI,Costa Rica,2010-03-01,1.446853,2010,North America
CRI,Costa Rica,2010-04-01,2.342642,2010,North America
CRI,Costa Rica,2010-05-01,4.045053,2010,North America
CRI,Costa Rica,2010-06-01,5.613288,2010,North America
CRI,Costa Rica,2010-07-01,6.354918,2010,North America
CRI,Costa Rica,2010-08-01,6.477688,2010,North America
CRI,Costa Rica,2010-09-01,5.720424,2010,North America
CRI,Costa Rica,2010-10-01,6.387823,2010,North America
CRI,Costa Rica,2010-11-01,8.951198,2010,North America
CRI,Costa Rica,2010-12-01,9.029946,2010,North America
CRI,Costa Rica,2011-01-01,8.637865,2011,North America
CRI,Costa Rica,2011-02-01,7.98475,2011,North America
CRI,Costa Rica,2011-03-01,7.822587,2011,North America
CRI,Costa Rica,2011-04-01,6.569834,2011,North America
CRI,Costa Rica,2011-05-01,6.039506,2011,North America
CRI,Costa Rica,2011-06-01,5.072272,2011,North America
CRI,Costa Rica,2011-07-01,5.00237,2011,North America
CRI,Costa Rica,2011-08-01,4.776626,2011,North America
CRI,Costa Rica,2011-09-01,4.240088,2011,North America
CRI,Costa Rica,2011-10-01,4.351774,2011,North America
CRI,Costa Rica,2011-11-01,3.044577,2011,North America
CRI,Costa Rica,2011-12-01,4.067581,2011,North America
CRI,Costa Rica,2012-01-01,2.037398,2012,North America
CRI,Costa Rica,2012-02-01,2.708468,2012,North America
CRI,Costa Rica,2012-03-01,3.095172,2012,North America
CRI,Costa Rica,2012-04-01,4.292024,2012,North America
CRI,Costa Rica,2012-05-01,4.897723,2012,North America
CRI,Costa Rica,2012-06-01,5.68057,2012,North America
CRI,Costa Rica,2012-07-01,4.65749,2012,North America
CRI,Costa Rica,2012-08-01,3.881634,2012,North America
CRI,Costa Rica,2012-09-01,4.327975,2012,North America
CRI,Costa Rica,2012-10-01,2.988191,2012,North America
CRI,Costa Rica,2012-11-01,2.824016,2012,North America
CRI,Costa Rica,2012-12-01,1.197583,2012,North America
CRI,Costa Rica,2013-01-01,3.891287,2013,North America
CRI,Costa Rica,2013-02-01,5.281378,2013,North America
CRI,Costa Rica,2013-03-01,4.650993,2013,North America
CRI,Costa Rica,2013-04-01,4.1045,2013,North America
CRI,Costa Rica,2013-05-01,3.284913,2013,North America
CRI,Costa Rica,2013-06-01,2.258288,2013,North America
CRI,Costa Rica,2013-07-01,3.394866,2013,North America
CRI,Costa Rica,2013-08-01,3.326742,2013,North America
CRI,Costa Rica,2013-09-01,3.685486,2013,North America
CRI,Costa Rica,2013-10-01,4.211022,2013,North America
CRI,Costa Rica,2013-11-01,4.577427,2013,North America
CRI,Costa Rica,2013-12-01,3.298418,2013,North America
CRI,Costa Rica,2014-01-01,2.247323,2014,North America
CRI,Costa Rica,2014-02-01,0.066917,2014,North America
CRI,Costa Rica,2014-03-01,0.889322,2014,North America
CRI,Costa Rica,2014-04-01,2.297955,2014,North America
CRI,Costa Rica,2014-05-01,3.641101,2014,North America
CRI,Costa Rica,2014-06-01,5.062655,2014,North America
CRI,Costa Rica,2014-07-01,5.082664,2014,North America
CRI,Costa Rica,2014-08-01,6.862597,2014,North America
CRI,Costa Rica,2014-09-01,6.622948,2014,North America
CRI,Costa Rica,2014-10-01,5.742214,2014,North America
CRI,Costa Rica,2014-11-01,6.36623,2014,North America
CRI,Costa Rica,2014-12-01,6.331258,2014,North America
CRI,Costa Rica,2015-01-01,7.33444,2015,North America
CRI,Costa Rica,2015-02-01,8.23562,2015,North America
CRI,Costa Rica,2015-03-01,7.67903,2015,North America
CRI,Costa Rica,2015-04-01,6.434496,2015,North America
CRI,Costa Rica,2015-05-01,3.538999,2015,North America
CRI,Costa Rica,2015-06-01,2.900113,2015,North America
CRI,Costa Rica,2015-07-01,1.479603,2015,North America
CRI,Costa Rica,2015-08-01,-0.084656,2015,North America
CRI,Costa Rica,2015-09-01,0.295529,2015,North America
CRI,Costa Rica,2015-10-01,0.841174,2015,North America
CRI,Costa Rica,2015-11-01,-0.158356,2015,North America
CRI,Costa Rica,2015-12-01,0.609205,2015,North America
CRI,Costa Rica,2016-01-01,0.96521,2016,North America
CRI,Costa Rica,2016-02-01,-0.573096,2016,North America
CRI,Costa Rica,2016-03-01,-1.549609,2016,North America
CRI,Costa Rica,2016-04-01,-1.560749,2016,North America
CRI,Costa Rica,2016-05-01,-0.112742,2016,North America
CRI,Costa Rica,2016-06-01,-1.006795,2016,North America
CRI,Costa Rica,2016-07-01,0.534539,2016,North America
CRI,Costa Rica,2016-08-01,0.427982,2016,North America
CRI,Costa Rica,2016-09-01,-1.514608,2016,North America
CRI,Costa Rica,2016-10-01,-1.933333,2016,North America
CRI,Costa Rica,2016-11-01,-2.300339,2016,North America
CRI,Costa Rica,2016-12-01,-1.129726,2016,North America
CRI,Costa Rica,2017-01-01,-0.494364,2017,North America
CRI,Costa Rica,2017-02-01,0.764962,2017,North America
CRI,Costa Rica,2017-03-01,0.721869,2017,North America
CRI,Costa Rica,2017-04-01,0.13339,2017,North America
CRI,Costa Rica,2017-05-01,-0.003256,2017,North America
CRI,Costa Rica,2017-06-01,1.552832,2017,North America
CRI,Costa Rica,2017-07-01,2.179739,2017,North America
CRI,Costa Rica,2017-08-01,1.1357,2017,North America
CRI,Costa Rica,2017-09-01,2.760052,2017,North America
CRI,Costa Rica,2017-10-01,3.769008,2017,North America
CRI,Costa Rica,2017-11-01,4.376588,2017,North America
CRI,Costa Rica,2017-12-01,3.487416,2017,North America
CRI,Costa Rica,2018-01-01,2.277094,2018,North America
CRI,Costa Rica,2018-02-01,1.609748,2018,North America
CRI,Costa Rica,2018-03-01,2.998265,2018,North America
CRI,Costa Rica,2018-04-01,2.922001,2018,North America
CRI,Costa Rica,2018-05-01,2.499484,2018,North America
CRI,Costa Rica,2018-06-01,1.397993,2018,North America
CRI,Costa Rica,2018-07-01,0.452666,2018,North America
CRI,Costa Rica,2018-08-01,1.518652,2018,North America
CRI,Costa Rica,2018-09-01,1.891962,2018,North America
CRI,Costa Rica,2018-10-01,1.121761,2018,North America
CRI,Costa Rica,2018-11-01,0.686678,2018,North America
CRI,Costa Rica,2018-12-01,0.296944,2018,North America
CRI,Costa Rica,2019-01-01,-0.689197,2019,North America
CRI,Costa Rica,2019-02-01,-0.961639,2019,North America
CRI,Costa Rica,2019-03-01,-1.033808,2019,North America
CRI,Costa Rica,2019-04-01,-0.361983,2019,North America
CRI,Costa Rica,2019-05-01,0.558014,2019,North America
CRI,Costa Rica,2019-06-01,1.508006,2019,North America
CRI,Costa Rica,2019-07-01,2.703756,2019,North America
CRI,Costa Rica,2019-08-01,2.205975,2019,North America
CRI,Costa Rica,2019-09-01,1.734518,2019,North America
CRI,Costa Rica,2019-10-01,1.64656,2019,North America
CRI,Costa Rica,2019-11-01,1.838969,2019,North America
CRI,Costa Rica,2019-12-01,0.473286,2019,North America
CRI,Costa Rica,2020-01-01,-0.339674,2020,North America
CRI,Costa Rica,2020-02-01,1.013239,2020,North America
CRI,Costa Rica,2020-03-01,1.836521,2020,North America
CRI,Costa Rica,2020-04-01,0.887124,2020,North America
CRI,Costa Rica,2020-05-01,0.217966,2020,North America
CRI,Costa Rica,2020-06-01,-0.542877,2020,North America
CRI,Costa Rica,2020-07-01,-1.486463,2020,North America
CRI,Costa Rica,2020-08-01,-0.247377,2020,North America
CRI,Costa Rica,2020-09-01,-0.333734,2020,North America
CRI,Costa Rica,2020-10-01,0.311517,2020,North America
CRI,Costa Rica,2020-11-01,0.778025,2020,North America
CRI,Costa Rica,2020-12-01,3.757043,2020,North America
CRI,Costa Rica,2021-01-01,5.227833,2021,North America
CRI,Costa Rica,2021-02-01,2.648369,2021,North America
CRI,Costa Rica,2021-03-01,0.472394,2021,North America
CRI,Costa Rica,2021-04-01,0.647978,2021,North America
CRI,Costa Rica,2021-05-01,0.944566,2021,North America
CRI,Costa Rica,2021-06-01,1.968173,2021,North America
CRI,Costa Rica,2021-07-01,1.122824,2021,North America
CRI,Costa Rica,2021-08-01,1.204819,2021,North America
CRI,Costa Rica,2021-09-01,2.701691,2021,North America
CRI,Costa Rica,2021-10-01,3.243171,2021,North America
CRI,Costa Rica,2021-11-01,3.615383,2021,North America
CRI,Costa Rica,2021-12-01,3.05,2021,North America
CRI,Costa Rica,2022-01-01,3.230984,2022,North America
CRI,Costa Rica,2022-02-01,7.328321,2022,North America
CRI,Costa Rica,2022-03-01,9.548973,2022,North America
CRI,Costa Rica,2022-04-01,11.843052,2022,North America
CRI,Costa Rica,2022-05-01,13.904375,2022,North America
CRI,Costa Rica,2022-06-01,15.940172,2022,North America
CRI,Costa Rica,2022-07-01,21.059881,2022,North America
CRI,Costa Rica,2022-08-01,22.43835,2022,North America
CRI,Costa Rica,2022-09-01,20.734161,2022,North America
CRI,Costa Rica,2022-10-01,20.695628,2022,North America
CRI,Costa Rica,2022-11-01,19.929379,2022,North America
CRI,Costa Rica,2022-12-01,19.100295,2022,North America
CRI,Costa Rica,2023-01-01,18.41526,2023,North America
CRI,Costa Rica,2023-02-01,14.285714,2023,North America
CRI,Costa Rica,2023-03-01,12.258065,2023,North America
CRI,Costa Rica,2023-04-01,9.893993,2023,North America
CRI,Costa Rica,2023-05-01,7.569444,2023,North America
CRI,Costa Rica,2023-06-01,3.846154,2023,North America
CRI,Costa Rica,2023-07-01,-0.839793,2023,North America
CRI,Costa Rica,2023-08-01,-2.281369,2023,North America
CRI,Costa Rica,2023-09-01,-3.059273,2023,North America
CRI,Costa Rica,2023-10-01,-3.598485,2023,North America
CRI,Costa Rica,2023-11-01,-5.32248,2023,North America
CRI,Costa Rica,2023-12-01,-5.139319,2023,North America
CRI,Costa Rica,2024-01-01,-4.770756,2024,North America
CRI,Costa Rica,2024-02-01,-3.724747,2024,North America
CRI,Costa Rica,2024-03-01,-2.745849,2024,North America
CRI,Costa Rica,2024-04-01,-0.96463,2024,North America
CRI,Costa Rica,2024-05-01,-1.420271,2024,North America
CRI,Costa Rica,2024-06-01,-1.494477,2024,North America
CRI,Costa Rica,2024-07-01,-0.716612,2024,North America
CRI,Costa Rica,2024-08-01,0.0,2024,North America
CRI,Costa Rica,2024-09-01,0.065746,2024,North America
CRI,Costa Rica,2024-10-01,-1.375246,2024,North America
CRI,Costa Rica,2024-11-01,0.859788,2024,North America
CRI,Costa Rica,2024-12-01,2.610966,2024,North America
CIV,Cote d'Ivoire,2005-01-01,-0.078748,2005,Africa
CIV,Cote d'Ivoire,2005-02-01,0.908447,2005,Africa
CIV,Cote d'Ivoire,2005-03-01,1.272811,2005,Africa
CIV,Cote d'Ivoire,2005-04-01,0.726469,2005,Africa
CIV,Cote d'Ivoire,2005-05-01,1.29499,2005,Africa
CIV,Cote d'Ivoire,2005-06-01,2.882392,2005,Africa
CIV,Cote d'Ivoire,2005-07-01,3.227545,2005,Africa
CIV,Cote d'Ivoire,2005-08-01,3.824247,2005,Africa
CIV,Cote d'Ivoire,2005-09-01,4.982052,2005,Africa
CIV,Cote d'Ivoire,2005-10-01,5.32312,2005,Africa
CIV,Cote d'Ivoire,2005-11-01,1.859464,2005,Africa
CIV,Cote d'Ivoire,2005-12-01,3.397834,2005,Africa
CIV,Cote d'Ivoire,2006-01-01,1.987396,2006,Africa
CIV,Cote d'Ivoire,2006-02-01,2.593213,2006,Africa
CIV,Cote d'Ivoire,2006-03-01,3.016363,2006,Africa
CIV,Cote d'Ivoire,2006-04-01,2.60764,2006,Africa
CIV,Cote d'Ivoire,2006-05-01,2.217993,2006,Africa
CIV,Cote d'Ivoire,2006-06-01,4.015243,2006,Africa
CIV,Cote d'Ivoire,2006-07-01,4.174493,2006,Africa
CIV,Cote d'Ivoire,2006-08-01,4.405388,2006,Africa
CIV,Cote d'Ivoire,2006-09-01,2.20901,2006,Africa
CIV,Cote d'Ivoire,2006-10-01,2.136941,2006,Africa
CIV,Cote d'Ivoire,2006-11-01,3.249943,2006,Africa
CIV,Cote d'Ivoire,2006-12-01,3.315024,2006,Africa
CIV,Cote d'Ivoire,2007-01-01,5.169106,2007,Africa
CIV,Cote d'Ivoire,2007-02-01,6.896358,2007,Africa
CIV,Cote d'Ivoire,2007-03-01,7.771218,2007,Africa
CIV,Cote d'Ivoire,2007-04-01,7.028596,2007,Africa
CIV,Cote d'Ivoire,2007-05-01,6.549146,2007,Africa
CIV,Cote d'Ivoire,2007-06-01,4.4507,2007,Africa
CIV,Cote d'Ivoire,2007-07-01,3.874269,2007,Africa
CIV,Cote d'Ivoire,2007-08-01,4.188097,2007,Africa
CIV,Cote d'Ivoire,2007-09-01,5.147615,2007,Africa
CIV,Cote d'Ivoire,2007-10-01,5.319969,2007,Africa
CIV,Cote d'Ivoire,2007-11-01,3.878327,2007,Africa
CIV,Cote d'Ivoire,2007-12-01,4.64939,2007,Africa
CIV,Cote d'Ivoire,2008-01-01,3.963079,2008,Africa
CIV,Cote d'Ivoire,2008-02-01,5.668724,2008,Africa
CIV,Cote d'Ivoire,2008-03-01,7.880169,2008,Africa
CIV,Cote d'Ivoire,2008-04-01,10.133132,2008,Africa
CIV,Cote d'Ivoire,2008-05-01,10.752106,2008,Africa
CIV,Cote d'Ivoire,2008-06-01,11.847263,2008,Africa
CIV,Cote d'Ivoire,2008-07-01,15.706079,2008,Africa
CIV,Cote d'Ivoire,2008-08-01,14.16321,2008,Africa
CIV,Cote d'Ivoire,2008-09-01,14.898472,2008,Africa
CIV,Cote d'Ivoire,2008-10-01,13.790892,2008,Africa
CIV,Cote d'Ivoire,2008-11-01,13.466741,2008,Africa
CIV,Cote d'Ivoire,2008-12-01,16.661072,2008,Africa
CIV,Cote d'Ivoire,2009-01-01,15.533053,2009,Africa
CIV,Cote d'Ivoire,2009-02-01,11.661096,2009,Africa
CIV,Cote d'Ivoire,2009-03-01,5.316872,2009,Africa
CIV,Cote d'Ivoire,2009-04-01,5.453391,2009,Africa
CIV,Cote d'Ivoire,2009-05-01,6.248088,2009,Africa
CIV,Cote d'Ivoire,2009-06-01,1.990622,2009,Africa
CIV,Cote d'Ivoire,2009-07-01,-0.729015,2009,Africa
CIV,Cote d'Ivoire,2009-08-01,1.112113,2009,Africa
CIV,Cote d'Ivoire,2009-09-01,-0.344251,2009,Africa
CIV,Cote d'Ivoire,2009-10-01,-0.811965,2009,Africa
CIV,Cote d'Ivoire,2009-11-01,0.137662,2009,Africa
CIV,Cote d'Ivoire,2009-12-01,-2.653289,2009,Africa
CIV,Cote d'Ivoire,2010-01-01,0.528561,2010,Africa
CIV,Cote d'Ivoire,2010-02-01,0.133022,2010,Africa
CIV,Cote d'Ivoire,2010-03-01,2.020303,2010,Africa
CIV,Cote d'Ivoire,2010-04-01,4.756703,2010,Africa
CIV,Cote d'Ivoire,2010-05-01,2.545588,2010,Africa
CIV,Cote d'Ivoire,2010-06-01,5.917679,2010,Africa
CIV,Cote d'Ivoire,2010-07-01,5.781725,2010,Africa
CIV,Cote d'Ivoire,2010-08-01,4.429871,2010,Africa
CIV,Cote d'Ivoire,2010-09-01,5.640329,2010,Africa
CIV,Cote d'Ivoire,2010-10-01,9.149367,2010,Africa
CIV,Cote d'Ivoire,2010-11-01,12.933559,2010,Africa
CIV,Cote d'Ivoire,2010-12-01,16.633291,2010,Africa
CIV,Cote d'Ivoire,2011-01-01,11.524545,2011,Africa
CIV,Cote d'Ivoire,2011-02-01,12.272631,2011,Africa
CIV,Cote d'Ivoire,2011-03-01,15.564125,2011,Africa
CIV,Cote d'Ivoire,2011-04-01,25.71361,2011,Africa
CIV,Cote d'Ivoire,2011-05-01,16.757398,2011,Africa
CIV,Cote d'Ivoire,2011-06-01,9.022958,2011,Africa
CIV,Cote d'Ivoire,2011-07-01,7.760614,2011,Africa
CIV,Cote d'Ivoire,2011-08-01,8.280767,2011,Africa
CIV,Cote d'Ivoire,2011-09-01,8.200081,2011,Africa
CIV,Cote d'Ivoire,2011-10-01,6.012856,2011,Africa
CIV,Cote d'Ivoire,2011-11-01,3.006579,2011,Africa
CIV,Cote d'Ivoire,2011-12-01,-0.291172,2011,Africa
CIV,Cote d'Ivoire,2012-01-01,1.224243,2012,Africa
CIV,Cote d'Ivoire,2012-02-01,1.091976,2012,Africa
CIV,Cote d'Ivoire,2012-03-01,-2.822141,2012,Africa
CIV,Cote d'Ivoire,2012-04-01,-14.012171,2012,Africa
CIV,Cote d'Ivoire,2012-05-01,-6.907315,2012,Africa
CIV,Cote d'Ivoire,2012-06-01,0.173565,2012,Africa
CIV,Cote d'Ivoire,2012-07-01,2.058164,2012,Africa
CIV,Cote d'Ivoire,2012-08-01,1.823973,2012,Africa
CIV,Cote d'Ivoire,2012-09-01,2.400112,2012,Africa
CIV,Cote d'Ivoire,2012-10-01,5.212421,2012,Africa
CIV,Cote d'Ivoire,2012-11-01,4.040241,2012,Africa
CIV,Cote d'Ivoire,2012-12-01,5.45833,2012,Africa
CIV,Cote d'Ivoire,2013-01-01,4.744821,2013,Africa
CIV,Cote d'Ivoire,2013-02-01,4.130507,2013,Africa
CIV,Cote d'Ivoire,2013-03-01,4.178711,2013,Africa
CIV,Cote d'Ivoire,2013-04-01,4.779921,2013,Africa
CIV,Cote d'Ivoire,2013-05-01,2.98833,2013,Africa
CIV,Cote d'Ivoire,2013-06-01,1.786769,2013,Africa
CIV,Cote d'Ivoire,2013-07-01,1.05259,2013,Africa
CIV,Cote d'Ivoire,2013-08-01,1.262356,2013,Africa
CIV,Cote d'Ivoire,2013-09-01,1.543689,2013,Africa
CIV,Cote d'Ivoire,2013-10-01,-0.09692,2013,Africa
CIV,Cote d'Ivoire,2013-11-01,-0.462009,2013,Africa
CIV,Cote d'Ivoire,2013-12-01,-2.397365,2013,Africa
CIV,Cote d'Ivoire,2014-01-01,-3.308448,2014,Africa
CIV,Cote d'Ivoire,2014-02-01,-3.619491,2014,Africa
CIV,Cote d'Ivoire,2014-03-01,-4.31097,2014,Africa
CIV,Cote d'Ivoire,2014-04-01,-4.194499,2014,Africa
CIV,Cote d'Ivoire,2014-05-01,-0.167712,2014,Africa
CIV,Cote d'Ivoire,2014-06-01,-1.335888,2014,Africa
CIV,Cote d'Ivoire,2014-07-01,0.382912,2014,Africa
CIV,Cote d'Ivoire,2014-08-01,-0.552982,2014,Africa
CIV,Cote d'Ivoire,2014-09-01,-3.093414,2014,Africa
CIV,Cote d'Ivoire,2014-10-01,-1.383796,2014,Africa
CIV,Cote d'Ivoire,2014-11-01,-2.247346,2014,Africa
CIV,Cote d'Ivoire,2014-12-01,-1.405598,2014,Africa
CIV,Cote d'Ivoire,2015-01-01,0.939605,2015,Africa
CIV,Cote d'Ivoire,2015-02-01,1.160884,2015,Africa
CIV,Cote d'Ivoire,2015-03-01,3.267361,2015,Africa
CIV,Cote d'Ivoire,2015-04-01,2.550122,2015,Africa
CIV,Cote d'Ivoire,2015-05-01,1.723017,2015,Africa
CIV,Cote d'Ivoire,2015-06-01,3.299763,2015,Africa
CIV,Cote d'Ivoire,2015-07-01,0.782889,2015,Africa
CIV,Cote d'Ivoire,2015-08-01,0.999345,2015,Africa
CIV,Cote d'Ivoire,2015-09-01,0.738352,2015,Africa
CIV,Cote d'Ivoire,2015-10-01,0.126103,2015,Africa
CIV,Cote d'Ivoire,2015-11-01,3.172578,2015,Africa
CIV,Cote d'Ivoire,2015-12-01,5.770043,2015,Africa
CIV,Cote d'Ivoire,2016-01-01,2.001985,2016,Africa
CIV,Cote d'Ivoire,2016-02-01,3.40249,2016,Africa
CIV,Cote d'Ivoire,2016-03-01,5.410987,2016,Africa
CIV,Cote d'Ivoire,2016-04-01,7.730061,2016,Africa
CIV,Cote d'Ivoire,2016-05-01,8.980505,2016,Africa
CIV,Cote d'Ivoire,2016-06-01,4.708307,2016,Africa
CIV,Cote d'Ivoire,2016-07-01,1.625691,2016,Africa
CIV,Cote d'Ivoire,2016-08-01,-1.135442,2016,Africa
CIV,Cote d'Ivoire,2016-09-01,2.021904,2016,Africa
CIV,Cote d'Ivoire,2016-10-01,2.015113,2016,Africa
CIV,Cote d'Ivoire,2016-11-01,1.978566,2016,Africa
CIV,Cote d'Ivoire,2016-12-01,-2.076677,2016,Africa
CIV,Cote d'Ivoire,2017-01-01,2.43309,2017,Africa
CIV,Cote d'Ivoire,2017-02-01,0.24077,2017,Africa
CIV,Cote d'Ivoire,2017-03-01,-1.018809,2017,Africa
CIV,Cote d'Ivoire,2017-04-01,-1.670463,2017,Africa
CIV,Cote d'Ivoire,2017-05-01,-3.665689,2017,Africa
CIV,Cote d'Ivoire,2017-06-01,-2.195307,2017,Africa
CIV,Cote d'Ivoire,2017-07-01,1.654846,2017,Africa
CIV,Cote d'Ivoire,2017-08-01,4.265792,2017,Africa
